Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
PERSISTENT,Persistent Systems,"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex falls 500 pts, Nifty below 24,100: Escalating Indo-Pak tensions among key factors to spook markets Sensex and Nifty extended losses for second day on Friday to fall 0.8 percent, dragged down by",2025-04-25,-2,False,water,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex falls over 600 pts, Nifty below 24,700: Trump's tariffs on India among key factors behind market decline The benchmark equity indices declined sharply on Thursday as investor sentiment weakened",2025-07-31,-1,False,penalty,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Trade Spotlight: How should you trade PB Fintech, Persistent Systems, Zensar Technologies, SBI Life Insurance, Supreme Industries, and others on June 18? The benchmark indices closed lower after a day",2025-06-18,-2,False,sustainable,"candlestick, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex soars 1,000 pts, Nifty tops 25,500: Positive global cues among key factors behind market rally The benchmark equity indices extended their gains for the third consecutive session on Thursday, w",2025-06-26,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Lifestyle diseases striking younger in India warns Apollo Hospitals new report India is grappling with a significant and worsening health crisis driven by non-communicable diseases (NCDs), with condit",2025-04-07,0,False,,,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex slips 300 pts, Nifty at 25,450: US trade deal jitters among key factors behind market decline The equity benchmarks Sensex and Nifty gave up early gains and settled lower on Wednesday after US ",2025-07-02,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex slips over 1,000 pts, Nifty below 24,500: Rising US bond yields among key factors behind market sell-off The benchmark equity indices tumbled over 1 percent on Thursday, tracking a sharp sell-o",2025-05-22,0,False,"sustainability, sustainable","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Nifty Bank drops 1%, extends losses for 3rd day as IndusInd, HDFC Bank shares lead decline The Nifty Bank index dropped over 1 percent (nearly 530 points) to stand at 48,452 on February 24. This comes",2025-02-24,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Copper stocks rise amid Trump's tariff threat on copper imports US President Donald Trump suggested that the country would impose tariffs on copper imports within several weeks, earlier than the timel",2025-03-26,0,False,,,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Titan shares surge 2%, top Nifty gainer as brokerages remain bullish on strong Q1 results Titan shares climbed 2 percent to Rs 3,478 apiece on August 8 after the company delivered a strong set of Apri",2025-08-08,-4,False,,"target price, brokerage, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Hindalco, Nalco, Vedanta other metal stocks fall for 2nd day after 5-session rise; what should investors do? Hindalco, Nalco, Vedanta were among other metal stocks that declined in trade for the secon",2025-02-25,-2,False,,"intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"ITC, HUL, other FMCG stocks rise as defensives gain traction; here's what brokerages say The Nifty FMCG index remained in the green for the second consecutive session on February 25. The index rose 0.",2025-02-25,-1,False,environment,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex falls 600 pts, Nifty below 24,600: Tariff tensions, other key factors behind market decline The benchmark equity indices fell sharply on Monday, with the BSE Sensex tumbling nearly 600 points a",2025-06-02,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex crashes 600 pts from day's high, Nifty below 24,750: Fed minutes, other key factors behind market decline The benchmark equity indices erased early gains and slipped into the red by mid-session",2025-05-29,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Buy Power Grid Corporation of India; target of Rs 345: Motilal Oswal Motilal Oswal's research report on Power Grid Corporation of India  In 1QFY26, Power Grid Corporation (PWGR) reported a standalone ",2025-08-05,0,False,,,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex falls over 700 pts, Nifty slips below 24,350: Higher tariffs by Trump among key factors behind market fall The benchmark equity indices extended declined for third straight day on Thursday as i",2025-08-07,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Mid, smallcap indices surge over 4% on India-Pak ceasefire, Sino-US deal on trade The shares of midcap and smallcap companies strongly surged on May 12, pushing the Nifty Midcap and Nifty Smallcap ind",2025-05-12,-1,False,renewable,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex falls 800 pts, goes below 80k, Nifty at 24,400: Tariff jitters among key factors behind market fall The equity benchmark indices Sensex and Nifty gave up previous session’s gains to settle 1 pe",2025-08-08,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"US reciprocal tariffs could weigh on Indian specialty chemical firms, warns Citi The Indian specialty chemicals sector could see an impact on profitability when U.S. President Donald Trump's reciproca",2025-02-19,0,False,environment,brokerage,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,Buy Marico; target of Rs 800: Motilal Oswal Motilal Oswal's research report on Marico  Marico (MRCO) reported consol. revenue growth of 20% YoY (in line) in 4QFY25. Domestic revenue growth was 23% YoY,2025-05-05,0,False,,,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Accumulate Laxmi Organic Industries; target of Rs 206: Deven Choksey Deven Choksey's research report on Laxmi Organic Industries  Laxmi Organic’s revenue came in at INR 7,097 Mn., down by 10.4% YoY (-",2025-05-28,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Trade Spotlight: How should you trade SCI, Narayana Hrudayalaya, Manappuram Finance, Max Healthcare Institute, Sigachi Industries and others on June 16? The benchmark indices fell seven-tenths of a pe",2025-06-16,-2,False,,"candlestick, trading volume",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Chartist Talks: FII long-short ratio signals limited Nifty downside, these 3 stocks likely to continue northward journey, says Sudeep Shah of SBI Securities The FII long-short ratio has slipped to jus",2025-07-19,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Select small and midcaps jump up to 15% as broader markets extend recovery: Here are the movers The shares of small and midcap companies extended gains on March 6, with the broader market indices outp",2025-03-06,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Vedanta, Hind Zinc shares down 3 percent to lead selloff on metal index a day after major corporate action Shares of Vedanta and Hindustan Zinc are sharply lower by close to 3 percent in trade on June",2025-06-19,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Trade Spotlight: How should you trade Deepak Fertilisers, Hindustan Copper, NBCC, Jindal Steel, IRCON International, and others on May 15? The market rebounded after a day of sharp correction, with th",2025-05-14,-7,False,,"stock price, buy call, candlestick, resistance, support level, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,Accumulate Balaji Amines; target of Rs 1640: KR Choksey KR Choksey's research report on Balaji Amines  Balaji Amines’ revenue missed our estimates due to weak demand. EBITDA missed our estimates due t,2025-02-17,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex, Nifty steady after Modi-Trump plan talks on tariff; small-, mid-caps drop over 1% Sensex and Nifty opened higher on February 14, buoyed by easing Russia-Ukraine war tensions, a delay in U.S. t",2025-02-14,-3,False,,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Sensex sinks 400 pts, Nifty slips below 22,900; small-, mid-cap indices tumble up to 3% Sensex and Nifty lost steam around noon on February 14, slipping half a percent as financials, oil &amp;amp; gas",2025-02-14,-3,False,,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Chartist Talks: SBI Securities' Sudeep Shah expects pullback rally to continue in Nifty, picks 2 stock ideas for next week Technically, Sudeep Shah of SBI Securities believes the Nifty 50 is likely to",2025-03-09,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,Motilal Oswal expects recovery for capital market stocks led by retail participation in F&O The Futures &amp;amp; Options (F&amp;amp;O) segment has seen a sharp contraction in active client numbers—fr,2025-05-21,-4,False,,"brokerage, trading volume, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Reduce AU Small Finance Bank: target of Rs 725: Emkay Emkay's research report on AU Small Finance Bank  AU SFB reported weak core performance, with margins declining sharply by 40bps QoQ to 5.4%, alth",2025-07-22,0,False,,,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"Jewellery shares extend gains for a fifth session on value buying: Up to 5% surge in Senco, Titan, Kalyan Shares of jewellery companies extended gains on July 17, supported by value buying and firm go",2025-07-17,-1,False,,intraday,Low ESG relevance or finance-only context,2026-09-03
PERSISTENT,Persistent Systems,"BSE, Angel One, other capital market stocks tumble up to 3% as bears reign over benchmarks Capital market stocks saw a sharp decline on February 24 amid a significant downturn in the stock market. The",2025-02-24,-3,False,,"share price, stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Trade Spotlight: How should you trade Mazagon Dock, Coforge, Hindustan Aeronautics, Bajaj Finserv, Lupin, and others on March 27? The market saw profit booking on March 26, with the benchmark indices ",2025-03-27,0,False,,,Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty IT index tops the chart after gaining Rs 1.16 lakh crore in value in nine sessions with eight up days The shares of TCS and Infosys were among the leading contributor on Sensex, as IT companies ",2025-06-16,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Small and midcap indices down for a second day over tariff threat and earnings Small and midcap shares were under selling pressure on August 6, weighing down the broader market indices for a second da",2025-08-06,0,False,sustainable,nifty,Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Black Friday: Sensex crashes over 1,000 pts, Nifty sinks below 22,900; Trump tariffs among key factors to spook markets Equity markets witnessed a sharp sell-off on Friday, with benchmark indices fall",2025-04-04,-5,False,,"intraday, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Sensex zooms 2,975 pts, Nifty above 24,900: India-Pak ceasefire among key factors behind massive market rally The domestic equity benchmarks rebounded sharply on Monday, with the Sensex rallying 2,975",2025-05-12,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"IT, metal, realty stocks tumble up to 4% as Trump's tariffs, FOMC meet outcome weigh The shares of IT, metal and realty companies tumbled in morning trade on July 31 as Trump’s tariffs and penalty on ",2025-07-31,0,False,"environment, penalty","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Sensex jumps 500 pts, Nifty above 24,500: Sharp fall in crude, other key factors behind market rally The equity benchmark indices Sensex and Nifty surged in early trade on Monday amid sustained foreig",2025-05-05,-4,False,,"intraday, candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"TCS job cuts worry brokerages as execution, attrition concerns emerge, stock slips Information technology giant Tata Consultancy Services Ltd (TCS) shares slipped in trade on Monday, July 28, after Mo",2025-07-28,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Sensex down 500 pts, Nifty below 25,100: Nestle Q1 results among key factors behind market decline The benchmark indices gave up early gains and traded lower at around noon on Thursday, dragged by sel",2025-07-24,-6,False,,"stock price, brokerage, resistance, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Trent, BEL to join 30-share Sensex today, Nestle India, IndusInd Bank excluded Shares of retail giant Trent Ltd. and PSU firm Bharat Electronics Ltd. (BEL) will  added to the 30-pack benchmark index S",2025-06-20,-1,False,inclusion,"intraday, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty gives up 23,000, Sensex crashes 700 points as Trump's tariff shock hits Dalal Street; broader markets bleed 3% Benchmark indices Nifty 50 and Sensex opened with losses during the morning deals o",2025-04-04,-3,False,,"brokerage, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Mid, smallcap indices plunge 2%, extend losses for 3rd day amid broad-based selling: IREDA, RVNL, FirstCry among top losers The shares of several smallcap and midcap companies strongly tumbled on June",2025-06-19,-1,False,renewable,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Trent, BEL shares rally on inclusion in 30-pack Sensex; Nestle, IndusInd Bank deleted Shares of retail giant Trent Ltd. and PSU firm Bharat Electronics Ltd. (BEL) surged in trade on Friday, May 23, af",2025-05-23,-1,False,inclusion,"stock price, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Mid, smallcap indices surge over 4% on India-Pak ceasefire, Sino-US deal on trade The shares of midcap and smallcap companies strongly surged on May 12, pushing the Nifty Midcap and Nifty Smallcap ind",2025-05-12,-1,False,renewable,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Select small and midcaps jump up to 15% as broader markets extend recovery: Here are the movers The shares of small and midcap companies extended gains on March 6, with the broader market indices outp",2025-03-06,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"TCS, Wipro shares fall up to 4% after Jefferies' IT downgrade citing tariff hit on US growth Top IT shares were among the leading laggards on the benchmark Sensex, with Trump's reciprocal tariffs kick",2025-04-09,-4,False,,"target price, buy call, brokerage, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Top gainers and losers today: Stocks that moved the most on May 19 Benchmark indinces tumbled on May 19 tracking weak global cues, a selloff in IT shares and rising market volatility following Moody's",2025-05-19,-2,False,labor,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Smallcap, midcap stocks rise up to 15%, broader market indices extend gains for second day; check top gainers The shares of several smallcap and midcap companies strongly surged on May 26, pushing the",2025-05-26,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty Midcap extends rally for a fifth session to gain 8% this week, strength likely to continue Shares of midcap companies extended their rally on March 21 to push the Nifty Midcap index up by over a",2025-03-21,-3,False,,"stock price, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Small, midcap indices outperform benchmarks to extend gains for a third session: These are the top gainers Rally in select small and midcap shares on May 14 pushed the broader market indices into the ",2025-05-14,-4,False,,"share price, q4 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Block deal mania on Dalal Street, shares worth Rs 1,700 crore exchange hands in trade Promoters and early investors took to Dalal Street in a big way on Thursday, June 26, looking to offload holdings ",2025-06-26,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi share price falls 2% in Wednesday's trading session Shares of Tata Elxsi declined by 2% to Rs 5,842 in Wednesday's trading session. The decline reflects bearish investor sentiment, accordin",2025-08-06,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Standalone June 2025 Net Sales at Rs 892.10 crore, down 3.71% Y-o-Y Reported Standalone quarterly numbers for Tata Elxsi are:    Net Sales at Rs 892.10 crore in June 2025 down 3.71% from Rs",2025-07-11,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,Hold TATA Elxsi; target of Rs 4900: Choice Equity Broking Choice Equity Broking's report on TATA Elxsi  Revenue for Q3FY25 came at INR 9.3Bn up 2.7% YoY but down 1.7% QoQ (vs CEBPL est. at INR 9.9Bn).,2025-04-01,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Standalone March 2025 Net Sales at Rs 908.34 crore, up 0.26% Y-o-Y Reported Standalone quarterly numbers for Tata Elxsi are:    Net Sales at Rs 908.34 crore in March 2025 up 0.26% from Rs. ",2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Sell Tata Elxsi ; target of Rs 4750: Prabhudas Lilladher Prabhudas Lilladher's research report on Tata Elxsi   The revenue de-growth was in line with our estimates, largely attributed to M&amp;amp;C a",2025-07-11,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares fall 4.03% in early trade; stock among top losers on Nifty Midcap 150 Shares of Tata Elxsi declined 4.03% to Rs 5,890 in Friday's early trading session. The stock is among the top lo",2025-07-11,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares rise 2.10% in early trade Tata Elxsi shares experienced a notable increase of 2.10% in the early trading session, with the stock price reaching Rs 6,308.50. This movement reflects a ",2025-07-15,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Reduce Tata Elxsi; target of Rs 4250: ICICI Securities ICICI Securities research report on Tata Elxsi  Tata Elxsi (TELX) has reported a muted Q4FY25 print with revenue contraction of 5.3% QoQ CC, roug",2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Sell Tata Elxsi; target of Rs 4965: Deven Choksey Deven Choksey's research report on Tata Elxsi  Tata Elxsi’s Q1FY26 revenue stood at INR 8,921 Mn. (-1.8% QoQ/ -3.7% YoY), below our estimates by 5.5%,",2025-07-14,0,False,sustainable,target price,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: HUL, Coal India, Gandhar Oil Refinery, Nureca, Paytm, HG Infra, Tata Power, Anant Raj in focus on 22 April Let's catch up on the latest news from the stock market. From signific",2025-04-22,0,False,renewable,brokerage,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Q4 net profit falls 13% to Rs 172 crore as auto business faces tariff woes Engineering and technology services firm Tata Elxsi reported fourth-quarter profit below estimates on April 17, as",2025-04-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares rise 2.06% in morning trade, among top gainers on Nifty Midcap 150 Tata Elxsi shares gained 2.06% to trade at Rs 6,191 at 10:28 am. The stock's performance places it among the top ga",2025-07-14,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Sensex zooms 2,975 pts, Nifty above 24,900: India-Pak ceasefire among key factors behind massive market rally The domestic equity benchmarks rebounded sharply on Monday, with the Sensex rallying 2,975",2025-05-12,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Trade Spotlight: How should you trade Oracle Financial, Praj Industries, Bank of India, Trent, NMDC, Zensar Technologies and others on June 10? Bulls maintained their control over Dalal Street, drivin",2025-06-10,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
KPITTECH,KPIT Technologies,"Tata Elxsi Q4 net profit falls 13% to Rs 172 crore as auto business faces tariff woes Engineering and technology services firm Tata Elxsi reported fourth-quarter profit below estimates on April 17, as",2025-04-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
KPITTECH,KPIT Technologies,"Select small and midcaps jump up to 15% as broader markets extend recovery: Here are the movers The shares of small and midcap companies extended gains on March 6, with the broader market indices outp",2025-03-06,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence rally riding on structural tailwinds, not just conflict sentiment, say analysts India’s defence sector rally is being driven more by long-term structural tailwinds than short-term war sentimen",2025-06-18,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Richly-valued defence stocks extend selloff led by shipyard firms, Paras Defence promoters trim stake Defence-related stocks saw a significant fall on May 20, extending losses for a second consecutive",2025-05-20,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Titan, Bajaj Finance, PNB Housing, Oberoi Realty, Havells, 360 One WAM, Arisinfra, BL Kashyap, Afcons Infra in focus on 22 July Let's catch up on the latest news from the stock ",2025-07-22,0,False,,,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence stocks extend losses to 2nd day as Israel-Iran ceasefire weighs; Paras Defence, GRSE, BEL down up to 4% Defence stocks recorded strong losses on June 25, as the possible ceasefire between Iran",2025-06-25,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Trade Spotlight: How should you trade IndoStar Capital, Cyient, Som Distilleries, HDFC Life Insurance, Lodha, Dhanuka Agritech and others on May 26? The benchmark indices bounced back after a day of c",2025-05-25,-1,False,,resistance,Low ESG relevance or finance-only context,2026-09-03
